ACCNUM	ENTREZID	GENENAME	SYMBOL	ENSEMBL	logFC	AveExpr	t	P.Value	adj.P.Val	B	test
NM_000022	100	adenosine deaminase	ADA	ENSG00000196839	-0.794021718648063	11.3525964258686	-2.03059201387599	0.050725752093328	0.164408737414726	-1.79402765011958	0
NM_181690	10000	AKT serine/threonine kinase 3	AKT3	ENSG00000117020	0.24041193697963	11.3165938666576	0.737103993072921	0.466461122201584	0.662678792734117	-3.42195263157342	0
NM_005466	10001	mediator complex subunit 6	MED6	ENSG00000133997	-0.151321975768292	10.9475439799156	-1.02857355644581	0.311437645842374	0.52386129379574	-3.17656345888134	0
NM_183385	10005	acyl-CoA thioesterase 8	ACOT8	ENSG00000101473	-0.359840375106534	10.9695627367169	-1.8125046893647	0.0793559114041782	0.221813317721754	-2.15930295944781	0
AF260262	10006	abl interactor 1	ABI1	ENSG00000136754	0.484524510343723	13.2597407919976	2.53441390701232	0.0163869717556587	0.0772627305951494	-0.836183170585312	0
NM_005471	10007	glucosamine-6-phosphate deaminase 1	GNPDA1	ENSG00000113552	-0.227264349778718	12.0292608838843	-1.9187300732203	0.0640294648966169	0.191984884815541	-1.98542872212543	0
NM_006777	10009	zinc finger and BTB domain containing 33	ZBTB33	ENSG00000177485	0.165154359413696	10.9389629387698	0.708390682188302	0.483861512206661	0.677719034725257	-3.44192149311319	0
NM_004180	10010	TRAF family member associated NFKB activator	TANK	ENSG00000136560	0.30154843716462	13.5057458980629	2.23933650993641	0.0322557803188451	0.121384184619654	-1.41532274834484	0
AK127026	100101267	POM121 transmembrane nucleoporin C	POM121C	ENSG00000272391	0.0242309243619552	13.3507575539565	0.266832453265711	0.791320314856472	0.888742995894313	-3.65070620809557	0
BC067895	10011	steroid receptor RNA activator 1	SRA1	ENSG00000213523	-0.121351341506001	12.1256476992028	-0.895452136517589	0.377271302588717	0.586304298280673	-3.29818058755005	0
AK096196	100129434	uncharacterized LOC100129434	LOC100129434	ENSG00000233251	0.00186991100272138	13.2002533125707	0.00671027969626868	0.994687916375884	0.996840759839941	-3.68549064413038	0
NM_006044	10013	histone deacetylase 6	HDAC6	ENSG00000094631	-0.319878314363347	11.8084674786409	-2.23917046804672	0.032267689222422	0.121384184619654	-1.41563463898005	0
NM_001039703	100132406	NBPF member 10	NBPF10	ENSG00000271425	-0.159148788377923	11.9800753487255	-0.618524244029714	0.540633668026679	0.720916474107473	-3.49944314759123	0
BC047782	100134934	TEN1 subunit of CST complex	TEN1	ENSG00000257949	0.0868037042430565	11.0407015515709	0.596062170697415	0.55535152539338	0.731709138253655	-3.51263503904975	0
BC025290	100137047	jumonji domain containing 7	JMJD7	ENSG00000243789	-0.20507388972328	10.4741749656905	-0.852073274027111	0.400542795266396	0.606077248755318	-3.33436802339443	0
BC051824	10014	histone deacetylase 5	HDAC5	ENSG00000108840	-0.719525381225504	10.9652307619408	-2.91798670609453	0.00641625416517111	0.0414218562163066	-0.0168116411536587	-1
BC068454	10015	programmed cell death 6 interacting protein	PDCD6IP	ENSG00000170248	0.31693450457815	12.8864343776489	2.15112355819542	0.0391662733182939	0.138401241610013	-1.578671884782	0
BC106706	10016	programmed cell death 6	PDCD6	ENSG00000249915	-0.806348166678223	11.5028373423264	-4.02058328613853	0.000333155952501078	0.00566954676983164	2.63590010126758	-1
NM_006538	10018	BCL2 like 11	BCL2L11	ENSG00000153094	-0.57689328424183	12.5220706856737	-2.15048407927811	0.0392208498836459	0.138521192066701	-1.57983864093277	0
BC015975	100188893	translocase of outer mitochondrial membrane 6	TOMM6	ENSG00000214736	-0.0706701165827255	13.9824866492704	-0.550610702176084	0.585746758992974	0.755635265612225	-3.53786868745245	0
NM_005475	10019	SH2B adaptor protein 3	SH2B3	ENSG00000111252	0.147971792599614	13.8544614974503	1.39024796964738	0.174104939844061	0.367288325515877	-2.76857083153177	0
BC020737	10026	phosphatidylinositol glycan anchor biosynthesis class K	PIGK	ENSG00000142892	-0.0746390215494408	11.4145178240951	-0.344053583898054	0.733069898367459	0.854484600284569	-3.62769012339617	0
NM_001018024	100272147	C-X9-C motif containing 4	CMC4	ENSG00000182712	0.0530113662904075	12.3280991898324	0.333487123405237	0.740954817619472	0.859868748681555	-3.63118083348445	0
NM_182905	100287171	WASH complex subunit 1	WASHC1	ENSG00000181404	-0.412846642556618	13.0192560916966	-3.27197634186906	0.00257342940056012	0.0227342170991588	0.794525725842906	-1
BC062707	100287932	translocase of inner mitochondrial membrane 23	TIMM23	ENSG00000265354	-0.133110400973159	12.541358683059	-1.29915728926743	0.203227335961543	0.40376913156586	-2.88168865142459	0
BC093812	100288695	LIM zinc finger domain containing 4	LIMS4	ENSG00000256671	0.518443138901901	13.1212314601588	2.9448769863156	0.00599506941357729	0.0398382076855771	0.0431137522719611	1
BC063682	100288778	WAS protein family homolog 8, pseudogene	WASH8P	ENSG00000226210	-0.511504298024908	12.5355764802584	-3.37919444474456	0.00193632496004835	0.0186386892928525	1.04899367697555	-1
AK001980	10038	poly(ADP-ribose) polymerase 2	PARP2	ENSG00000129484	-0.582937362472444	10.9476552209153	-3.90272608846785	0.000463284126485426	0.00704270967337953	2.33737054757483	-1
BC104754	10042	HMG-box containing 4	HMGXB4	ENSG00000100281	0.101639346984815	11.6467590956501	0.862776138743109	0.394718530704856	0.59985065983531	-3.32559831641342	0
NM_005488	10043	target of myb1 membrane trafficking protein	TOM1	ENSG00000100284	0.73925933302762	12.2056868070772	4.71215223343542	4.63537817843946e-05	0.00146590697695341	4.42704777808744	1
BC052781	10048	RAN binding protein 9	RANBP9	ENSG00000010017	-0.024829554461304	12.5240021877576	-0.151358623158472	0.880648603662106	0.936655435057173	-3.67430429614282	0
BC000177	10049	DnaJ heat shock protein family (Hsp40) member B6	DNAJB6	ENSG00000105993	0.0689385239865103	12.4136271452245	0.310012403317335	0.758573371449716	0.869453106882374	-3.63854895400767	0
BC030570	100506084	ADP ribosylation factor like GTPase 17B	ARL17B	ENSG00000228696	-0.178101597233574	10.5003493908612	-0.645273695693181	0.523376879968408	0.707401784184864	-3.48311307546766	0
BC029439	100506144	transmembrane protein 35B	TMEM35B	ENSG00000243749	-0.425057738404314	13.1319359319418	-2.23137850765991	0.0328310025439478	0.122985822270902	-1.43025241005781	0
NM_000247	100507436	MHC class I polypeptide-related sequence A	MICA	ENSG00000204520	-0.0674381188629489	11.176400643145	-0.37094463590874	0.713137655069879	0.841345975525383	-3.61831940224528	0
NM_001002799	10051	structural maintenance of chromosomes 4	SMC4	ENSG00000113810	-0.316347981313333	10.6226349732163	-1.10775553661557	0.27627307730841	0.487673695958168	-3.09678787759899	0
BC052310	100526836	BLOC1S5-TXNDC5 readthrough (NMD candidate)	BLOC1S5-TXNDC5	ENSG00000259040	0.00790732808171946	11.2632104492567	0.0402072008023011	0.968179221306445	0.983709941260816	-3.68472147703246	0
BC040148	100529209	RNASEK-C17orf49 readthrough	RNASEK-C17orf49	ENSG00000161939	-0.164723675632468	12.6291424388385	-0.646387051142397	0.522665092945513	0.706710992656565	-3.48241880601682	0
BC012379	100533106	ZHX1-C8orf76 readthrough	ZHX1-C8orf76	ENSG00000259305	0.381159627046239	10.1951331465279	2.22452523426656	0.0333337266148025	0.124309578083487	-1.44307913557458	0
AY336750	100533184	ARHGAP19-SLIT1 readthrough (NMD candidate)	ARHGAP19-SLIT1	ENSG00000269891	-0.781358269208765	11.1686195308637	-4.20481223124815	0.000198097564580737	0.00407358973536008	3.10728908022228	-1
BC051725	100533483	DNAAF4-CCPG1 readthrough (NMD candidate)	DNAAF4-CCPG1	ENSG00000261771	-0.187566404628313	10.974995338279	-1.35768227889582	0.184117923977857	0.380125381791922	-2.80979083852814	0
NM_005499	10054	ubiquitin like modifier activating enzyme 2	UBA2	ENSG00000126261	0.876865890798399	11.4779974293254	7.68550571547778	9.61632030330118e-09	4.61171246545458e-06	12.0521995871535	1
BC000344	10055	SUMO1 activating enzyme subunit 1	SAE1	ENSG00000142230	-0.133528134095718	12.3014817726681	-0.935437777495302	0.356609892224528	0.567177761490122	-3.26331648635804	0
BC017783	10056	phenylalanyl-tRNA synthetase subunit beta	FARSB	ENSG00000116120	-0.154043706163742	11.7508529403618	-0.727406919587367	0.472296573902554	0.667859982557235	-3.42878221111054	0
AY196484	10057	ATP binding cassette subfamily C member 5	ABCC5	ENSG00000114770	-0.122968413727662	12.4826601051779	-0.567644721898649	0.574260894204655	0.745763426216763	-3.52864115380502	0
NM_012062	10059	dynamin 1 like	DNM1L	ENSG00000087470	-0.323940092504293	12.1142688518517	-2.4279061464003	0.0210244671976657	0.0913533738734044	-1.05078878678766	0
BC001661	10061	ATP binding cassette subfamily F member 2	ABCF2	ENSG00000033050	-0.332727014638269	11.5179268529444	-1.91907715299128	0.0639839048560867	0.191908839492413	-1.98484784455112	0
BC008819	10062	nuclear receptor subfamily 1 group H member 3	NR1H3	ENSG00000025434	0.883134376966169	12.7864837555533	3.23072629125549	0.0028684742804701	0.0245180602407081	0.697628649043891	1
NM_005694	10063	cytochrome c oxidase copper chaperone COX17	COX17	ENSG00000138495	0.480587204119898	11.7483690581532	2.43160895234702	0.0208449358596404	0.0908176297383718	-1.04343015822136	0
NM_005697	10066	secretory carrier membrane protein 2	SCAMP2	ENSG00000140497	-0.104102808724582	14.0093212475919	-0.895336881111774	0.377331954994755	0.586304298280673	-3.29827899585697	0
NM_005698	10067	secretory carrier membrane protein 3	SCAMP3	ENSG00000116521	-0.297574245748748	12.0945044700883	-2.10215361225727	0.0435463411000261	0.148839514040517	-1.66728034738697	0
NM_173042	10068	interleukin 18 binding protein	IL18BP	ENSG00000137496	0.599576688565516	13.6447564239886	3.04267965817908	0.00467304525229105	0.033772686570379	0.263549680532473	1
NM_016940	10069	RWD domain containing 2B	RWDD2B	ENSG00000156253	-0.859436623616862	11.5723606769576	-2.87725081698779	0.00710773675116756	0.0443095121145209	-0.107012617813353	-1
NM_005700	10072	dipeptidyl peptidase 3	DPP3	ENSG00000254986	-0.301613006025951	11.2412386069124	-1.32248614440171	0.195435866443479	0.394277766617042	-2.85336700072139	0
NM_005701	10073	snurportin 1	SNUPN	ENSG00000169371	0.128658554472606	12.2800543060712	1.13646483039838	0.264250949330303	0.476034578428671	-3.06651560424919	0
AB071605	10075	HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1	HUWE1	ENSG00000086758	0.177641145745286	12.8029006198368	1.33244392969708	0.192180813531592	0.39052723427697	-2.84114140747269	0
AJ973603	10084	polyglutamine binding protein 1	PQBP1	ENSG00000102103	-0.279351401199957	11.4172601038608	-2.07472681805618	0.0461843630274543	0.154733120198869	-1.71624619761323	0
AK090466	100861548	PINK1 antisense RNA	PINK1-AS	ENSG00000117242	0.00668211654837236	11.169327669472	0.0405892192256857	0.967877054726562	0.983634411645105	-3.68470637115154	0
NM_031361	10087	ceramide transporter 1	CERT1	ENSG00000113163	0.602594311148106	11.6565073698211	3.92224514134079	0.000438736642171858	0.00683451929360059	2.38663132836476	1
BC071857	10092	actin related protein 2/3 complex subunit 5	ARPC5	ENSG00000162704	-0.218774253798514	13.2725878397338	-1.96072110326043	0.0587171928168285	0.181616642044209	-1.91455968010808	0
NM_001024959	10093	actin related protein 2/3 complex subunit 4	ARPC4	ENSG00000241553	-0.0545934298764212	13.3882890085426	-0.583638552410808	0.563579093481748	0.738100074833992	-3.51972667439941	0
